rastr,ra,decstr,dec,glat,glon,elat,elon,ra_reflink,sy_dist,sy_disterr1,sy_disterr2
18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,334.7970000,2.4040000,-2.3710000
18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,19.16689,79.63268,71.44407,301.20602,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,334.7970000,2.4040000,-2.3710000
19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,8.97851,76.33824,61.97000,313.93044,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,981.7790000,24.3710000,-23.2360000
18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,20.10976,73.17245,66.88924,289.47803,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,476.9570000,5.0020000,-4.9010000
19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,8.93878,77.47076,62.63529,315.86751,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,890.7240000,27.5800000,-25.9980000
19h37m10.68s,294.2944830,+50d43m31.39s,50.7253850,13.96267,83.18755,70.00970,319.62805,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1756.7100000,99.1000000,-89.2500000
19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,16.76274,77.61173,68.43238,303.06943,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,853.9590000,13.2295000,-13.2295000
19h29m54.71s,292.4779428,+46d01m22.16s,46.0228210,12.99564,78.29545,66.27059,311.27751,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1355.0200000,24.1900000,-24.1900000
19h27m21.92s,291.8413410,+45d10m45.07s,45.1791850,13.03191,77.31702,65.65034,309.49799,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,843.7010000,13.2010000,-13.2010000
19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,5.94739,76.20242,59.48807,317.50328,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,321.0000000,13.2170000,-13.9790000
19h28m20.98s,292.0874126,+49d47m19.35s,49.7887090,14.83753,81.69041,69.82004,314.72621,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1213.8200000,27.0700000,-27.0700000
19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,17.88953,79.17135,70.29630,303.38079,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,276.3230000,1.9070000,-1.8820000
19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,11.15868,70.99230,59.91014,302.97626,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,621.8550000,11.0140000,-10.6440000
19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,11.15868,70.99230,59.91014,302.97626,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,621.8550000,11.0140000,-10.6440000
19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,15.92459,77.67236,67.92172,304.86432,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,340.6910000,5.8225000,-5.8225000
19h13m00.15s,288.2506110,+46d40m46.14s,46.6794847,15.92459,77.67236,67.92172,304.86432,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,340.6910000,5.8225000,-5.8225000
19h34m26.02s,293.6084289,+42d11m52.35s,42.1978746,10.56275,75.16841,62.41036,309.83747,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,202.7820000,0.6950000,-0.6950000
19h22m46.51s,290.6937988,+48d42m05.19s,48.7014417,15.21888,80.27666,69.20796,311.07162,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,670.8290000,5.5350000,-5.4460000
19h42m56.49s,295.7353911,+42d34m34.43s,42.5762317,9.34988,76.25245,62.20247,313.28590,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,593.3840000,10.6970000,-10.3310000
19h24m58.83s,291.2451266,+37d45m32.43s,37.7590079,10.17210,70.31149,58.75088,303.52061,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1119.4500000,22.6550000,-22.6550000
18h54m57.94s,283.7414249,+49d04m04.74s,49.0679833,19.60386,78.87330,71.13726,298.77491,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,911.2690000,25.4920000,-24.1650000
19h23m58.89s,290.9953825,+43d14m37.97s,43.2438792,12.74707,75.25718,64.03908,306.59904,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,845.2280000,23.5350000,-22.3150000
19h26m11.54s,291.5480665,+50d21m11.73s,50.3532584,15.38605,82.07475,70.47899,314.53232,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1015.6900000,26.0400000,-24.7840000
19h04m40.93s,286.1705469,+43d00m32.04s,43.0089000,15.86929,73.56001,64.84905,298.63141,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,546.9980000,6.2010000,-6.0650000
19h18m09.32s,289.5388180,+41d53m34.14s,41.8928154,13.14527,73.53491,63.08652,303.36780,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,614.8590000,14.4380000,-13.8000000
19h45m52.15s,296.4673039,+42d35m55.67s,42.5987984,8.88790,76.53433,62.02178,314.37234,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,420.8180000,4.3890000,-4.3000000
19h45m52.15s,296.4673039,+42d35m55.67s,42.5987984,8.88790,76.53433,62.02178,314.37234,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,420.8180000,4.3890000,-4.3000000
20h01m22.57s,300.3440482,+45d37m23.46s,45.6231826,7.98461,80.58703,63.61909,322.67017,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1516.2700000,36.2950000,-36.2950000
18h54m15.69s,283.5653603,+46d54m15.22s,46.9042278,18.99430,76.67000,69.09040,296.68075,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,389.1430000,2.0950000,-2.0950000
19h14m09.25s,288.5385574,+40d52m37.66s,40.8771276,13.40440,72.26499,62.32476,301.17099,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,731.2980000,17.8290000,-17.0140000
19h47m59.16s,296.9964872,+49d15m22.76s,49.2563228,11.74736,82.65749,67.88778,321.91323,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,541.7140000,6.5230000,-6.5230000
19h40m36.51s,295.1521334,+49d35m15.42s,49.5876179,12.96444,82.39110,68.74734,319.47642,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1056.9000000,,
19h28m47.92s,292.1996573,+42d02m45.58s,42.0459944,11.42713,74.55066,62.61777,307.59414,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,840.1280000,11.8840000,-11.5630000
19h28m47.92s,292.1996573,+42d02m45.58s,42.0459944,11.42713,74.55066,62.61777,307.59414,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,840.1280000,11.8840000,-11.5630000
19h00m15.57s,285.0648845,+41d33m17.45s,41.5548464,16.07181,71.83754,63.64160,295.98107,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,465.8260000,9.3285000,-9.3285000
19h13m40.00s,288.4166786,+47d52m43.43s,47.8787308,16.28470,78.86875,69.01066,306.26748,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,401.4840000,5.0780000,-4.9550000
19h39m04.08s,294.7669795,+41d38m40.72s,41.6446434,9.54253,75.07597,61.59227,311.15050,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1635.8200000,139.9900000,-119.8600000
19h03m11.34s,285.7972604,+40d56m10.29s,40.9361923,15.32601,71.46339,62.91072,296.84748,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1236.5600000,43.0300000,-40.2800000
18h48m32.54s,282.1355875,+43d02m21.10s,43.0391951,18.62824,72.46721,65.56252,291.80246,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,302.9790000,1.8490000,-1.8270000
18h48m32.54s,282.1355875,+43d02m21.10s,43.0391951,18.62824,72.46721,65.56252,291.80246,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,302.9790000,1.8490000,-1.8270000
18h58m15.77s,284.5656897,+41d46m42.52s,41.7784781,16.50143,71.90739,63.94511,295.27597,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1004.1000000,16.0405000,-16.0405000
18h58m15.77s,284.5656897,+41d46m42.52s,41.7784781,16.50143,71.90739,63.94511,295.27597,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1004.1000000,16.0405000,-16.0405000
19h15m19.54s,288.8314251,+47d33m07.11s,47.5519753,15.90070,78.66806,68.60669,306.67254,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,515.3340000,5.4865000,-5.4865000
19h15m19.54s,288.8314251,+47d33m07.11s,47.5519753,15.90070,78.66806,68.60669,306.67254,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,515.3340000,5.4865000,-5.4865000
19h15m32.78s,288.8865895,+44d50m22.08s,44.8394672,14.78911,76.10194,66.03725,304.41212,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1303.2200000,54.5700000,-50.4300000
19h03m00.49s,285.7520229,+39d14m57.02s,39.2491731,14.69768,69.84201,61.27739,295.94198,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1699.4600000,131.9200000,-114.5500000
19h25m23.99s,291.3499783,+45d10m20.11s,45.1722521,13.34189,77.15811,65.76714,308.70511,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1078.4600000,41.5500000,-38.6300000
19h45m10.44s,296.2935173,+43d24m11.59s,43.4032189,9.38662,77.18644,62.81379,314.78192,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1430.8400000,32.4600000,-32.4600000
19h07m50.02s,286.9584368,+42d32m29.07s,42.5414090,15.15491,73.34563,64.24552,299.64242,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,868.0560000,14.9850000,-14.4920000
19h16m46.90s,289.1954229,+46d39m05.78s,46.6516055,15.31757,77.91073,67.67639,306.45445,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1146.1000000,54.2500000,-49.6300000
19h49m29.62s,297.3734030,+40d21m59.03s,40.3663986,7.20309,74.90403,59.69671,313.97032,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,506.4340000,12.6650000,-12.0720000
19h34m40.91s,293.6704404,+41d24m36.76s,41.4102105,10.16065,74.47828,61.65394,309.35885,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,971.3250000,43.8825000,-43.8825000
19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,13.17249,75.10743,64.22965,305.66133,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,66.8624000,0.1070000,-0.1070000
19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,13.17249,75.10743,64.22965,305.66133,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,66.8624000,0.1070000,-0.1070000
19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,13.17249,75.10743,64.22965,305.66133,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,66.8624000,0.1070000,-0.1070000
19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,13.17249,75.10743,64.22965,305.66133,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,66.8624000,0.1070000,-0.1070000
19h12m27.85s,288.1160421,+42d26m25.38s,42.4403832,14.33173,73.60145,63.91431,301.45708,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2462.9400000,192.9200000,-167.4300000
19h10m08.59s,287.5357911,+48d43m40.02s,48.7277830,17.14845,79.45768,70.01129,305.55051,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1197.0400000,39.1700000,-36.8100000
19h41m30.58s,295.3774182,+39d02m52.93s,39.0480365,7.90013,72.98747,58.99241,310.24862,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,738.2610000,30.5940000,-28.2890000
19h51m46.75s,297.9447714,+42d11m30.64s,42.1918449,7.73748,76.71693,61.22827,316.16603,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1027.2100000,23.3600000,-23.3600000
19h44m51.63s,296.2151275,+39d31m37.29s,39.5270248,7.56416,73.72695,59.22474,311.75212,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,618.0000000,39.9700000,-39.0630000
18h50m31.53s,282.6313559,+46d28m51.68s,46.4810220,19.45674,76.02087,68.84168,294.65679,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,688.7950000,15.9530000,-15.2590000
18h43m17.61s,280.8233646,+42d38m09.79s,42.6360518,19.39739,71.72170,65.35017,289.34333,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,835.8820000,12.6250000,-12.2620000
19h29m45.67s,292.4403029,+43d12m33.64s,43.2093456,11.78455,75.69521,63.65494,308.82454,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,455.3580000,4.2220000,-4.2220000
18h53m20.64s,283.3360156,+47d10m28.02s,47.1744499,19.23230,76.88378,69.39205,296.45409,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,453.7950000,7.4825000,-7.4825000
18h53m20.64s,283.3360156,+47d10m28.02s,47.1744499,19.23230,76.88378,69.39205,296.45409,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,453.7950000,7.4825000,-7.4825000
18h53m20.64s,283.3360156,+47d10m28.02s,47.1744499,19.23230,76.88378,69.39205,296.45409,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,453.7950000,7.4825000,-7.4825000
18h53m20.64s,283.3360156,+47d10m28.02s,47.1744499,19.23230,76.88378,69.39205,296.45409,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,453.7950000,7.4825000,-7.4825000
19h02m52.19s,285.7174414,+44d45m30.06s,44.7583487,16.83141,75.12030,66.62232,298.99821,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,497.0930000,4.7000000,-4.7000000
18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,18.74477,73.37771,66.35565,292.67842,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,391.0380000,4.2380000,-4.1490000
18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,18.74477,73.37771,66.35565,292.67842,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,391.0380000,4.2380000,-4.1490000
18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,18.74477,73.37771,66.35565,292.67842,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,391.0380000,4.2380000,-4.1490000
18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,18.74477,73.37771,66.35565,292.67842,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,391.0380000,4.2380000,-4.1490000
19h54m38.99s,298.6624419,+48d14m55.92s,48.2488659,10.29931,82.29819,66.47737,323.15577,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,723.4310000,10.5405000,-10.5405000
19h39m19.43s,294.8309749,+46d39m34.48s,46.6595768,11.82546,79.62052,66.21169,315.60638,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1038.3500000,17.5550000,-17.5550000
19h15m04.08s,288.7669819,+46d23m40.02s,46.3944497,15.48610,77.54455,67.53463,305.49743,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1117.0000000,119.8850000,-91.4000000
18h57m50.27s,284.4594558,+40d08m32.91s,40.1424756,15.96037,70.29718,62.36721,294.30219,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,544.4560000,,
18h53m48.77s,283.4532068,+45d05m02.66s,45.0840729,18.44477,74.83600,67.34787,295.24690,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,640.4090000,8.2260000,-8.0230000
19h29m21.00s,292.3374945,+47d39m51.02s,47.6641732,13.79022,79.77512,67.82001,312.68863,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,492.8940000,7.0890000,-6.8940000
19h37m20.73s,294.3363936,+44d55m05.63s,44.9182296,11.33663,77.87852,64.75258,313.16886,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1066.4600000,21.1600000,-21.1600000
19h58m42.21s,299.6758812,+47d04m32.96s,47.0758234,9.12251,81.61237,65.12102,323.26898,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1198.2500000,24.8000000,-23.8200000
19h39m27.87s,294.8661073,+48d38m20.37s,48.6389923,12.70334,81.43624,67.98864,317.85010,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,852.2040000,10.6090000,-10.6090000
19h39m27.87s,294.8661073,+48d38m20.37s,48.6389923,12.70334,81.43624,67.98864,317.85010,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,852.2040000,10.6090000,-10.6090000
19h33m14.81s,293.3116962,+46d02m29.95s,46.0416516,12.48383,78.57331,66.06629,312.61874,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1385.7000000,60.5700000,-55.7900000
19h10m50.12s,287.7088140,+47d19m58.98s,47.3330500,16.51686,78.15286,68.66087,304.50480,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,798.0000000,25.0990000,-26.3700000
19h09m28.66s,287.3694056,+46d46m05.33s,46.7681473,16.51644,77.51619,68.20227,303.41278,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,583.8590000,7.0970000,-6.9310000
19h09m28.66s,287.3694056,+46d46m05.33s,46.7681473,16.51644,77.51619,68.20227,303.41278,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,583.8590000,7.0970000,-6.9310000
19h05m05.20s,286.2716827,+45d26m26.90s,45.4408055,16.72230,75.93397,67.16832,300.44143,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,752.2370000,17.6350000,-16.8580000
19h09m51.85s,287.4660334,+40d45m30.31s,40.7584200,14.09655,71.81174,62.42550,299.41521,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1425.4300000,,
