ra,dec,sy_dist,pl_rade,st_rad,st_teff,hostname,sy_pnum,x,y,z
12.7736909,-1.1958844,462.1213460686249,1.37068602,1.6871934534954223,5000.0,K2-203,1,450.5861309556594,102.15310001049735,-9.644751989159108
17.3825067,-0.5177539,1652.3081773581162,3.17214154,1.8899541094368688,5783.0,K2-204,1,1576.7855020903537,493.605978173589,-14.930896606219664
15.2175909,0.425966,1154.5228305444716,1.99552771,1.828302387327434,5890.0,K2-205,1,1114.0097990387299,303.037063790015,8.583231537948153
11.2564264,0.5931866,688.8048497044451,2.79522879,1.6845340605942034,5043.0,K2-206,1,675.5183765795528,134.44772645711714,7.131110025864864
11.6996481,0.6406182,1032.2377694549382,2.60585269,1.7672895220686557,5522.0,K2-207,1,1010.7288753103477,209.30541376690354,11.541103545648816
20.7789809,0.8890076,724.8328654299501,1.67866113,1.7372379822253712,5582.0,K2-208,1,677.6051786489423,257.11365020817004,11.246134987531436
14.6903464,1.382807,202.57023991575068,0.86850263,1.6591285133139646,4720.0,K2-209,1,195.89125403487182,51.35583328403311,4.888463958412217
17.6412694,1.5784137,492.1244260238973,0.86,1.7501298226802984,5500.0,K2-210,1,468.8031588229909,149.08485885450216,13.555582881938843
21.1061587,1.7049101,769.4480793748259,1.3,1.7014110500221729,5360.0,K2-211,1,717.5117538869936,276.9533557565742,22.892545135721797
13.1403998,3.5077702,1109.3604215680853,1.51398464,1.8737298437205707,5794.0,K2-213,1,1078.2888745875728,251.72729770738334,67.87499886795062
18.4700795,6.1238647,1150.651932358599,2.12381238,1.7871622655837576,5704.0,K2-215,1,1085.153101102722,362.4571374382902,122.74950153774111
11.2983678,6.4815879,1086.708284390622,3.57854073,1.9154725568443127,5967.0,K2-217,1,1058.8367102777684,211.5450849946347,122.67189305613388
12.809613,6.8464327,1122.0443444942696,2.56948149,1.8011141584692831,5757.0,K2-218,1,1086.3171802058644,246.99688377332131,133.75737141340286
12.8452963,8.8675474,923.1925119585202,1.34762583,1.8686036846449245,5753.0,K2-219,3,889.3301472473679,202.7903534429056,142.31084246732053
16.6550286,10.1897385,904.1130661508155,1.67890272,1.775762761784767,5716.0,K2-221,1,852.5214418762689,255.03948963327085,159.94526017809056
185.306183,-10.2820915,556.0912356863298,0.89,1.7936553618229116,5835.0,K2-223,2,-544.8161626861186,-50.600366999659194,-99.25932773609651
189.7041426,-10.0605942,778.0121158997408,1.56,1.726495846908477,5620.0,K2-224,2,-755.0878792390934,-129.1257250965602,-135.91061117987732
186.5410958,-9.6248232,1016.9336798434772,2.66099554,1.8754447699435184,5733.0,K2-225,1,-996.0923643286548,-114.21417752806435,-170.02715247199274
183.6456643,-9.5626286,592.7475123739397,1.53899305,1.749670290409674,5288.0,K2-226,1,-583.3282149841634,-37.16667242015468,-98.47053107451102
190.9484237,-8.4784159,523.1726774414734,1.66551298,1.7504355848140905,5673.0,K2-227,1,-508.03673599417215,-98.27781875083672,-77.1349184432414
187.2947047,-6.8342028,355.9047105075832,1.21,1.6216792738837174,4715.0,K2-228,1,-350.51572270800233,-44.8691736298809,-42.35148585049907
186.8729195,-6.7218474,278.0350937482466,1.26,1.6930475068578255,5163.0,K2-229,2,-274.1396826616531,-33.043086378930944,-32.54385023808474
191.363117,-6.576051,1546.7429644536346,1.93420564,1.865848846708995,6002.0,K2-230,1,-1506.447056411617,-302.74396790304957,-177.13597662222418
186.4860415,-1.4047214,334.2224692854434,2.332,1.7973545174916377,5868.0,EPIC 229004835,1,-331.98344665050325,-37.74280990459292,-8.193315923203256
186.8026947,1.5668631,1186.8218134626438,2.32,1.8477204113675578,6059.0,K2-259,1,-1178.0258816683095,-140.52727413389388,32.45187598364736
